index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
23256,"Surat, India",18-11-2013,Gold,Entertainment,F,176747,2013,November
23257,"Lucknow, India",08-01-2014,Platinum,Bills,M,151577,2014,January
23258,"Chennai, India",29-01-2015,Signature,Food,F,272960,2015,January
23259,"Pune, India",28-02-2014,Silver,Fuel,F,297115,2014,February
23260,"Hyderabad, India",20-04-2015,Gold,Bills,M,145003,2015,April
23261,"Pune, India",12-05-2014,Signature,Fuel,F,9272,2014,May
23262,"Kolkata, India",06-03-2015,Gold,Grocery,M,99714,2015,March
23263,"Kolkata, India",01-04-2015,Silver,Food,M,205400,2015,April
23264,"Surat, India",22-09-2014,Platinum,Entertainment,F,195226,2014,September
23265,"Lucknow, India",29-11-2013,Gold,Fuel,M,284432,2013,November
23266,"Jaipur, India",12-06-2014,Signature,Bills,M,225874,2014,June
23267,"Pune, India",16-10-2014,Signature,Grocery,M,120201,2014,October
23268,"Jaipur, India",28-08-2014,Gold,Food,M,212737,2014,August
23269,"Kolkata, India",03-05-2015,Silver,Bills,F,250362,2015,May
23270,"Pune, India",07-09-2014,Signature,Entertainment,F,164382,2014,September
23271,"Jaipur, India",20-04-2014,Silver,Grocery,F,265844,2014,April
23272,"Kanpur, India",24-12-2013,Platinum,Fuel,M,233762,2013,December
23273,"Hyderabad, India",21-03-2014,Platinum,Entertainment,M,34019,2014,March
23274,"Hyderabad, India",23-12-2013,Platinum,Entertainment,F,32417,2013,December
23275,"Hyderabad, India",20-09-2014,Silver,Bills,F,244456,2014,September
23276,"Lucknow, India",06-09-2014,Gold,Food,M,171521,2014,September
23277,"Kolkata, India",03-09-2014,Signature,Bills,F,95179,2014,September
23278,"Surat, India",15-11-2014,Gold,Grocery,F,162171,2014,November
23279,"Hyderabad, India",14-12-2014,Platinum,Entertainment,F,254455,2014,December
23280,"Jaipur, India",21-10-2014,Platinum,Grocery,M,79719,2014,October
23281,"Jaipur, India",03-06-2014,Gold,Grocery,M,74267,2014,June
23282,"Kanpur, India",19-02-2015,Signature,Fuel,F,204328,2015,February
23283,"Jaipur, India",05-10-2014,Silver,Entertainment,F,249489,2014,October
23284,"Pune, India",05-02-2015,Platinum,Fuel,F,244768,2015,February
23285,"Pune, India",16-02-2015,Gold,Food,M,240997,2015,February
23286,"Surat, India",02-07-2014,Silver,Food,M,16101,2014,July
23287,"Lucknow, India",18-01-2015,Signature,Food,F,51966,2015,January
23288,"Hyderabad, India",07-12-2014,Platinum,Bills,F,97701,2014,December
23289,"Kanpur, India",20-06-2014,Platinum,Food,M,48627,2014,June
23290,"Lucknow, India",10-02-2014,Silver,Grocery,F,217143,2014,February
23291,"Jaipur, India",04-05-2015,Gold,Grocery,M,219161,2015,May
23292,"Chennai, India",02-11-2014,Signature,Entertainment,M,155702,2014,November
23293,"Kolkata, India",06-12-2014,Gold,Bills,M,2625,2014,December
23294,"Lucknow, India",10-04-2014,Platinum,Bills,M,47516,2014,April
23295,"Jaipur, India",13-04-2014,Gold,Bills,M,202520,2014,April
23296,"Jaipur, India",12-10-2013,Gold,Bills,M,171529,2013,October
23297,"Hyderabad, India",14-08-2014,Platinum,Entertainment,F,78479,2014,August
23298,"Lucknow, India",28-02-2014,Platinum,Grocery,F,259846,2014,February
23299,"Surat, India",25-06-2014,Gold,Fuel,M,174809,2014,June
23300,"Kanpur, India",26-02-2014,Signature,Fuel,M,85902,2014,February
23301,"Jaipur, India",15-04-2015,Signature,Bills,F,64130,2015,April
23302,"Kolkata, India",29-11-2014,Silver,Food,M,299837,2014,November
23303,"Hyderabad, India",24-12-2013,Silver,Grocery,F,216577,2013,December
23304,"Kolkata, India",29-10-2013,Platinum,Grocery,M,218174,2013,October
23305,"Pune, India",01-01-2014,Signature,Food,M,97482,2014,January
23306,"Kolkata, India",07-12-2014,Platinum,Food,M,7204,2014,December
23307,"Jaipur, India",01-03-2014,Silver,Entertainment,F,233345,2014,March
23308,"Kanpur, India",09-05-2014,Platinum,Food,M,107766,2014,May
23309,"Kolkata, India",17-04-2015,Signature,Fuel,F,77405,2015,April
23310,"Hyderabad, India",10-02-2014,Platinum,Food,M,43746,2014,February
23311,"Lucknow, India",26-10-2013,Signature,Fuel,F,6429,2013,October
23312,"Surat, India",28-01-2014,Silver,Entertainment,M,14243,2014,January
23313,"Kolkata, India",28-10-2014,Signature,Fuel,M,192594,2014,October
23314,"Kanpur, India",21-12-2013,Silver,Grocery,F,86580,2013,December
23315,"Jaipur, India",29-12-2013,Silver,Food,F,245652,2013,December
23316,"Chennai, India",07-01-2014,Silver,Bills,M,103066,2014,January
23317,"Pune, India",18-03-2014,Signature,Grocery,M,163056,2014,March
23318,"Jaipur, India",23-05-2015,Gold,Food,M,35565,2015,May
23319,"Kanpur, India",22-11-2013,Gold,Food,F,200891,2013,November
23320,"Chennai, India",16-09-2014,Platinum,Fuel,M,280510,2014,September
23321,"Lucknow, India",12-01-2015,Silver,Food,F,213492,2015,January
23322,"Kanpur, India",10-10-2014,Platinum,Grocery,M,175476,2014,October
23323,"Kolkata, India",12-12-2014,Silver,Fuel,M,243412,2014,December
23324,"Hyderabad, India",03-04-2015,Silver,Fuel,F,115382,2015,April
23325,"Kolkata, India",21-04-2015,Gold,Entertainment,M,216882,2015,April
23326,"Kanpur, India",17-06-2014,Platinum,Food,F,298029,2014,June
23327,"Kolkata, India",30-08-2014,Silver,Fuel,M,102393,2014,August
23328,"Kanpur, India",18-05-2014,Gold,Grocery,F,297737,2014,May
23329,"Kolkata, India",02-11-2014,Signature,Food,M,164495,2014,November
23330,"Kolkata, India",21-04-2015,Platinum,Food,F,240214,2015,April
23331,"Chennai, India",08-03-2014,Silver,Bills,M,60212,2014,March
23332,"Lucknow, India",29-01-2014,Signature,Bills,F,139696,2014,January
23333,"Lucknow, India",13-11-2013,Silver,Grocery,M,271721,2013,November
23334,"Surat, India",08-11-2014,Gold,Fuel,F,250810,2014,November
23335,"Lucknow, India",12-05-2015,Silver,Entertainment,F,262968,2015,May
23336,"Jaipur, India",11-05-2014,Platinum,Food,F,59976,2014,May
23337,"Hyderabad, India",09-10-2013,Silver,Food,M,174704,2013,October
23338,"Surat, India",25-08-2014,Silver,Grocery,F,169525,2014,August
23339,"Lucknow, India",24-03-2014,Platinum,Entertainment,M,249655,2014,March
23340,"Surat, India",18-04-2014,Gold,Fuel,F,84114,2014,April
23341,"Jaipur, India",18-06-2014,Gold,Entertainment,M,257131,2014,June
23342,"Lucknow, India",18-04-2015,Silver,Bills,F,282523,2015,April
23343,"Kolkata, India",07-04-2015,Gold,Food,M,229748,2015,April
23344,"Chennai, India",30-01-2015,Gold,Food,F,273914,2015,January
23345,"Chennai, India",18-11-2013,Gold,Bills,F,42336,2013,November
23346,"Pune, India",20-01-2014,Signature,Food,M,27671,2014,January
23347,"Lucknow, India",23-12-2013,Signature,Grocery,M,25239,2013,December
23348,"Chennai, India",03-11-2014,Silver,Entertainment,M,55751,2014,November
23349,"Lucknow, India",15-06-2014,Signature,Fuel,F,38184,2014,June
23350,"Jaipur, India",07-12-2014,Silver,Entertainment,M,102839,2014,December
23351,"Hyderabad, India",05-04-2015,Silver,Entertainment,F,12496,2015,April
23352,"Hyderabad, India",01-11-2013,Silver,Grocery,F,95824,2013,November
23353,"Jaipur, India",08-01-2015,Gold,Grocery,F,26049,2015,January
23354,"Surat, India",28-03-2014,Platinum,Fuel,F,120485,2014,March
23355,"Chennai, India",06-11-2013,Signature,Fuel,M,182959,2013,November
23356,"Pune, India",06-10-2013,Silver,Bills,F,290818,2013,October
23357,"Jaipur, India",03-06-2014,Platinum,Entertainment,M,112176,2014,June
23358,"Kolkata, India",02-12-2014,Gold,Entertainment,M,189992,2014,December
23359,"Hyderabad, India",08-12-2014,Gold,Food,F,154126,2014,December
23360,"Kanpur, India",06-07-2014,Platinum,Grocery,M,186789,2014,July
23361,"Hyderabad, India",20-09-2014,Gold,Food,F,245908,2014,September
23362,"Chennai, India",07-05-2015,Signature,Food,M,166122,2015,May
23363,"Pune, India",17-04-2014,Signature,Entertainment,M,254079,2014,April
23364,"Chennai, India",29-10-2013,Silver,Bills,F,2179,2013,October
23365,"Hyderabad, India",03-10-2014,Platinum,Food,F,296633,2014,October
23366,"Chennai, India",13-06-2014,Gold,Grocery,M,43778,2014,June
23367,"Kanpur, India",28-10-2013,Signature,Food,F,226208,2013,October
23368,"Jaipur, India",04-02-2015,Signature,Fuel,M,52209,2015,February
23369,"Lucknow, India",09-12-2013,Platinum,Grocery,M,213969,2013,December
23370,"Kolkata, India",05-11-2013,Silver,Entertainment,M,111289,2013,November
23371,"Hyderabad, India",06-09-2014,Signature,Food,M,137179,2014,September
23372,"Chennai, India",04-10-2014,Signature,Entertainment,M,213902,2014,October
23373,"Kolkata, India",12-08-2014,Platinum,Grocery,F,71254,2014,August
23374,"Surat, India",14-07-2014,Gold,Entertainment,M,176350,2014,July
23375,"Jaipur, India",29-06-2014,Signature,Grocery,F,198724,2014,June
23376,"Surat, India",02-11-2014,Platinum,Fuel,M,50202,2014,November
23377,"Pune, India",23-08-2014,Platinum,Bills,M,24315,2014,August
23378,"Lucknow, India",02-01-2014,Signature,Entertainment,M,215196,2014,January
23379,"Lucknow, India",21-03-2015,Platinum,Grocery,M,237882,2015,March
23380,"Pune, India",16-05-2014,Silver,Grocery,M,236154,2014,May
23381,"Pune, India",03-03-2014,Gold,Fuel,M,59871,2014,March
23382,"Lucknow, India",07-05-2014,Signature,Bills,M,60466,2014,May
23383,"Pune, India",10-08-2014,Signature,Grocery,M,203424,2014,August
23384,"Pune, India",20-05-2014,Platinum,Bills,M,178342,2014,May
23385,"Surat, India",12-02-2015,Gold,Fuel,M,118974,2015,February
23386,"Pune, India",22-02-2014,Platinum,Food,M,95160,2014,February
23387,"Pune, India",29-04-2015,Platinum,Entertainment,F,52568,2015,April
23388,"Kolkata, India",10-05-2015,Signature,Food,M,59425,2015,May
23389,"Surat, India",27-11-2014,Platinum,Grocery,M,214500,2014,November
23390,"Kanpur, India",03-04-2014,Platinum,Food,M,234400,2014,April
23391,"Lucknow, India",13-07-2014,Platinum,Grocery,M,12330,2014,July
23392,"Jaipur, India",04-03-2014,Silver,Grocery,F,28753,2014,March
23393,"Hyderabad, India",03-11-2014,Gold,Entertainment,M,205695,2014,November
23394,"Surat, India",25-10-2013,Gold,Grocery,F,53677,2013,October
23395,"Surat, India",20-07-2014,Platinum,Bills,F,166605,2014,July
23396,"Lucknow, India",10-03-2014,Silver,Entertainment,M,253204,2014,March
23397,"Pune, India",10-10-2013,Silver,Bills,M,17279,2013,October
23398,"Lucknow, India",06-08-2014,Silver,Food,M,146661,2014,August
23399,"Pune, India",17-01-2015,Silver,Fuel,F,248565,2015,January
23400,"Hyderabad, India",13-03-2015,Signature,Grocery,M,136692,2015,March
23401,"Kolkata, India",01-05-2015,Silver,Food,F,91966,2015,May
23402,"Hyderabad, India",03-07-2014,Silver,Food,F,59371,2014,July
23403,"Hyderabad, India",24-12-2013,Platinum,Entertainment,M,112265,2013,December
23404,"Surat, India",19-09-2014,Silver,Grocery,M,219176,2014,September
23405,"Hyderabad, India",10-10-2013,Platinum,Bills,F,92598,2013,October
23406,"Surat, India",16-11-2013,Signature,Fuel,F,238991,2013,November
23407,"Kanpur, India",20-12-2013,Platinum,Entertainment,F,15577,2013,December
23408,"Lucknow, India",08-01-2015,Silver,Bills,F,152849,2015,January
23409,"Kolkata, India",05-07-2014,Platinum,Entertainment,M,61262,2014,July
23410,"Lucknow, India",13-01-2015,Silver,Food,M,59507,2015,January
23411,"Pune, India",23-03-2015,Gold,Food,M,180437,2015,March
23412,"Kolkata, India",11-05-2014,Signature,Grocery,F,237137,2014,May
23413,"Kanpur, India",15-05-2014,Platinum,Grocery,F,92047,2014,May
23414,"Surat, India",15-11-2013,Silver,Grocery,M,63381,2013,November
23415,"Chennai, India",26-05-2014,Platinum,Entertainment,F,296668,2014,May
23416,"Pune, India",17-01-2014,Gold,Fuel,F,212475,2014,January
23417,"Surat, India",05-11-2014,Signature,Fuel,F,256133,2014,November
23418,"Surat, India",08-10-2013,Signature,Bills,F,279967,2013,October
23419,"Hyderabad, India",24-02-2015,Gold,Bills,M,63402,2015,February
23420,"Lucknow, India",13-07-2014,Signature,Entertainment,M,206895,2014,July
23421,"Chennai, India",09-10-2014,Platinum,Fuel,M,111536,2014,October
23422,"Kolkata, India",17-11-2014,Gold,Food,F,11234,2014,November
23423,"Hyderabad, India",20-06-2014,Gold,Bills,M,174896,2014,June
23424,"Jaipur, India",01-12-2013,Silver,Fuel,F,80928,2013,December
23425,"Lucknow, India",02-11-2013,Platinum,Entertainment,F,49234,2013,November
23426,"Surat, India",13-04-2014,Signature,Food,M,287055,2014,April
23427,"Surat, India",08-04-2015,Silver,Grocery,F,42280,2015,April
23428,"Hyderabad, India",12-01-2014,Signature,Bills,M,154129,2014,January
23429,"Jaipur, India",12-10-2013,Gold,Entertainment,F,190952,2013,October
23430,"Jaipur, India",06-12-2013,Signature,Entertainment,F,280439,2013,December
23431,"Surat, India",09-03-2015,Signature,Bills,F,59749,2015,March
23432,"Chennai, India",10-03-2015,Signature,Food,M,237637,2015,March
23433,"Lucknow, India",29-12-2014,Gold,Grocery,F,73898,2014,December
23434,"Chennai, India",08-06-2014,Silver,Bills,M,219733,2014,June
23435,"Jaipur, India",27-05-2014,Platinum,Fuel,M,257863,2014,May
23436,"Pune, India",22-02-2015,Platinum,Entertainment,M,63727,2015,February
23437,"Hyderabad, India",21-05-2015,Signature,Fuel,M,142518,2015,May
23438,"Kanpur, India",02-12-2013,Gold,Fuel,F,187293,2013,December
23439,"Lucknow, India",03-01-2014,Gold,Bills,F,33794,2014,January
23440,"Hyderabad, India",25-01-2014,Gold,Bills,F,137128,2014,January
23441,"Kolkata, India",06-04-2014,Platinum,Fuel,M,205842,2014,April
23442,"Chennai, India",24-04-2014,Signature,Food,F,13000,2014,April
23443,"Kanpur, India",30-01-2015,Platinum,Bills,M,213003,2015,January
23444,"Pune, India",01-11-2013,Silver,Entertainment,F,177870,2013,November
23445,"Jaipur, India",16-07-2014,Silver,Fuel,M,99019,2014,July
23446,"Kanpur, India",22-02-2015,Platinum,Fuel,F,249112,2015,February
23447,"Kolkata, India",29-04-2014,Silver,Grocery,M,205064,2014,April
23448,"Surat, India",19-04-2015,Gold,Entertainment,M,237246,2015,April
23449,"Kanpur, India",06-12-2013,Gold,Bills,F,266536,2013,December
23450,"Surat, India",20-11-2014,Silver,Fuel,F,88700,2014,November
23451,"Surat, India",03-09-2014,Silver,Entertainment,F,237576,2014,September
23452,"Pune, India",27-12-2014,Silver,Bills,M,249227,2014,December
23453,"Surat, India",29-03-2015,Signature,Fuel,M,12097,2015,March
23454,"Surat, India",09-11-2014,Silver,Grocery,M,7534,2014,November
23455,"Kolkata, India",24-02-2015,Platinum,Bills,M,195465,2015,February
23456,"Kanpur, India",11-01-2014,Silver,Fuel,M,23092,2014,January
23457,"Jaipur, India",14-04-2015,Gold,Food,F,208029,2015,April
23458,"Lucknow, India",29-10-2013,Signature,Bills,F,289814,2013,October
23459,"Kanpur, India",24-09-2014,Signature,Grocery,M,4051,2014,September
23460,"Chennai, India",17-05-2015,Signature,Grocery,M,221691,2015,May
23461,"Kolkata, India",29-04-2015,Signature,Bills,M,258158,2015,April
23462,"Surat, India",24-11-2014,Silver,Food,M,196564,2014,November
23463,"Kanpur, India",28-08-2014,Silver,Grocery,F,28312,2014,August
23464,"Surat, India",30-12-2014,Platinum,Entertainment,F,19290,2014,December
23465,"Lucknow, India",23-04-2015,Silver,Bills,M,50081,2015,April
23466,"Chennai, India",28-04-2015,Silver,Bills,F,276066,2015,April
23467,"Kolkata, India",22-07-2014,Silver,Entertainment,F,92397,2014,July
23468,"Hyderabad, India",05-09-2014,Signature,Food,M,161209,2014,September
23469,"Kolkata, India",27-11-2013,Platinum,Grocery,M,296780,2013,November
23470,"Hyderabad, India",02-02-2015,Signature,Fuel,F,89953,2015,February
23471,"Lucknow, India",29-06-2014,Platinum,Bills,F,102454,2014,June
23472,"Hyderabad, India",11-06-2014,Platinum,Food,F,61068,2014,June
23473,"Lucknow, India",12-11-2013,Signature,Grocery,M,267368,2013,November
23474,"Pune, India",13-10-2013,Silver,Entertainment,M,140879,2013,October
23475,"Pune, India",08-11-2014,Platinum,Bills,F,56893,2014,November
23476,"Lucknow, India",07-09-2014,Gold,Grocery,M,250561,2014,September
23477,"Pune, India",19-02-2014,Gold,Bills,F,154244,2014,February
23478,"Jaipur, India",21-01-2015,Gold,Entertainment,F,37803,2015,January
23479,"Pune, India",23-07-2014,Platinum,Entertainment,F,140305,2014,July
23480,"Jaipur, India",10-07-2014,Silver,Grocery,F,196752,2014,July
23481,"Kanpur, India",29-07-2014,Signature,Food,M,125363,2014,July
23482,"Chennai, India",28-11-2013,Platinum,Entertainment,F,177677,2013,November
23483,"Kolkata, India",26-12-2013,Platinum,Food,F,162428,2013,December
23484,"Hyderabad, India",28-02-2015,Gold,Fuel,M,140254,2015,February
23485,"Jaipur, India",14-11-2014,Silver,Grocery,M,196351,2014,November
23486,"Chennai, India",23-08-2014,Silver,Food,F,185240,2014,August
23487,"Pune, India",05-03-2014,Silver,Fuel,M,257651,2014,March
23488,"Lucknow, India",21-04-2015,Platinum,Bills,M,42327,2015,April
23489,"Kanpur, India",12-10-2013,Silver,Entertainment,F,109918,2013,October
23490,"Pune, India",13-02-2014,Platinum,Fuel,M,100918,2014,February
23491,"Lucknow, India",28-08-2014,Signature,Food,M,299641,2014,August
23492,"Hyderabad, India",22-10-2014,Silver,Fuel,M,98549,2014,October
23493,"Jaipur, India",04-10-2013,Signature,Entertainment,F,289594,2013,October
23494,"Chennai, India",09-09-2014,Gold,Fuel,M,158857,2014,September
23495,"Kolkata, India",06-05-2015,Gold,Fuel,M,227455,2015,May
23496,"Kolkata, India",07-06-2014,Silver,Grocery,F,89122,2014,June
23497,"Pune, India",05-01-2015,Platinum,Fuel,F,241228,2015,January
23498,"Hyderabad, India",27-10-2013,Gold,Food,F,151689,2013,October
23499,"Surat, India",31-10-2014,Gold,Entertainment,M,166628,2014,October
23500,"Hyderabad, India",02-03-2014,Silver,Entertainment,F,119919,2014,March
23501,"Chennai, India",13-04-2014,Silver,Grocery,F,171251,2014,April
23502,"Lucknow, India",14-03-2015,Platinum,Grocery,M,237030,2015,March
23503,"Hyderabad, India",16-10-2013,Platinum,Fuel,M,131048,2013,October
23504,"Kolkata, India",02-04-2014,Gold,Food,F,47616,2014,April
23505,"Hyderabad, India",14-05-2015,Platinum,Food,M,134060,2015,May
23506,"Lucknow, India",30-06-2014,Silver,Grocery,M,129599,2014,June
23507,"Chennai, India",16-11-2014,Gold,Fuel,F,14111,2014,November
23508,"Kanpur, India",24-12-2013,Platinum,Bills,F,106686,2013,December
23509,"Chennai, India",14-10-2014,Gold,Fuel,F,154843,2014,October
23510,"Kolkata, India",11-01-2015,Signature,Entertainment,M,146689,2015,January
23511,"Pune, India",30-12-2014,Silver,Entertainment,F,140156,2014,December
23512,"Kanpur, India",24-04-2015,Silver,Entertainment,M,261638,2015,April
23513,"Hyderabad, India",02-08-2014,Silver,Grocery,M,268098,2014,August
23514,"Kanpur, India",11-03-2015,Silver,Food,F,241046,2015,March
23515,"Lucknow, India",10-09-2014,Platinum,Grocery,F,226359,2014,September
23516,"Hyderabad, India",24-01-2015,Platinum,Entertainment,F,274655,2015,January
23517,"Surat, India",17-10-2013,Platinum,Grocery,F,66288,2013,October
23518,"Surat, India",22-11-2013,Gold,Fuel,F,283244,2013,November
23519,"Surat, India",01-05-2014,Gold,Grocery,M,96964,2014,May
23520,"Chennai, India",15-12-2013,Signature,Food,M,7543,2013,December
23521,"Hyderabad, India",28-12-2014,Signature,Grocery,F,83901,2014,December
23522,"Kanpur, India",29-01-2014,Silver,Entertainment,F,218520,2014,January
23523,"Pune, India",04-04-2015,Gold,Bills,F,64918,2015,April
23524,"Hyderabad, India",25-09-2014,Platinum,Grocery,F,276003,2014,September
23525,"Kanpur, India",27-02-2015,Silver,Fuel,M,36921,2015,February
23526,"Pune, India",15-11-2013,Gold,Food,F,178287,2013,November
23527,"Jaipur, India",24-05-2015,Gold,Food,F,250851,2015,May
23528,"Kolkata, India",07-04-2015,Gold,Fuel,M,12177,2015,April
23529,"Jaipur, India",28-05-2014,Platinum,Food,M,155617,2014,May
23530,"Lucknow, India",21-01-2015,Platinum,Grocery,M,13816,2015,January
23531,"Surat, India",15-09-2014,Platinum,Food,M,214576,2014,September
23532,"Chennai, India",24-11-2013,Platinum,Grocery,M,156361,2013,November
23533,"Hyderabad, India",28-10-2014,Gold,Food,F,28410,2014,October
23534,"Lucknow, India",09-11-2013,Gold,Food,F,277701,2013,November
23535,"Kolkata, India",23-11-2013,Silver,Grocery,M,184107,2013,November
23536,"Jaipur, India",08-02-2014,Silver,Food,M,161732,2014,February
23537,"Hyderabad, India",27-04-2015,Signature,Bills,F,236434,2015,April
23538,"Surat, India",15-12-2014,Signature,Grocery,F,32480,2014,December
23539,"Lucknow, India",25-01-2014,Platinum,Fuel,M,81327,2014,January
23540,"Surat, India",23-01-2014,Platinum,Bills,F,39020,2014,January
23541,"Pune, India",29-05-2014,Signature,Entertainment,F,203336,2014,May
23542,"Kanpur, India",19-03-2015,Silver,Entertainment,M,202440,2015,March
23543,"Kanpur, India",26-11-2013,Platinum,Grocery,M,226605,2013,November
23544,"Surat, India",29-07-2014,Gold,Entertainment,F,177963,2014,July
23545,"Surat, India",29-03-2014,Platinum,Entertainment,M,255863,2014,March
23546,"Hyderabad, India",24-06-2014,Gold,Fuel,M,95823,2014,June
23547,"Surat, India",26-11-2013,Platinum,Fuel,F,186524,2013,November
23548,"Surat, India",04-07-2014,Signature,Entertainment,F,242849,2014,July
23549,"Kanpur, India",09-03-2015,Signature,Food,F,172915,2015,March
23550,"Kanpur, India",27-01-2014,Silver,Bills,M,58477,2014,January
23551,"Jaipur, India",30-11-2013,Signature,Bills,M,37723,2013,November
23552,"Hyderabad, India",14-02-2014,Signature,Grocery,M,246730,2014,February
23553,"Surat, India",24-02-2014,Silver,Entertainment,F,234064,2014,February
23554,"Jaipur, India",26-08-2014,Signature,Fuel,M,130399,2014,August
23555,"Chennai, India",24-01-2015,Platinum,Entertainment,F,123075,2015,January
23556,"Kanpur, India",27-03-2015,Signature,Grocery,M,57177,2015,March
23557,"Kanpur, India",20-01-2015,Gold,Grocery,M,111014,2015,January
23558,"Lucknow, India",26-01-2014,Gold,Entertainment,M,182496,2014,January
23559,"Surat, India",24-10-2013,Platinum,Grocery,M,160001,2013,October
23560,"Kolkata, India",24-09-2014,Platinum,Entertainment,M,68638,2014,September
23561,"Pune, India",04-12-2014,Platinum,Grocery,F,114218,2014,December
23562,"Hyderabad, India",15-11-2013,Platinum,Food,F,159092,2013,November
23563,"Lucknow, India",06-10-2014,Signature,Food,M,194094,2014,October
23564,"Kolkata, India",13-12-2013,Platinum,Food,M,215034,2013,December
23565,"Jaipur, India",10-05-2015,Silver,Grocery,F,204620,2015,May
23566,"Jaipur, India",22-05-2014,Gold,Entertainment,F,44640,2014,May
23567,"Kolkata, India",30-12-2013,Signature,Food,M,185879,2013,December
23568,"Lucknow, India",04-05-2014,Silver,Fuel,F,126338,2014,May
23569,"Hyderabad, India",16-01-2015,Gold,Bills,F,48306,2015,January
23570,"Kanpur, India",09-12-2014,Signature,Bills,F,218016,2014,December
23571,"Chennai, India",23-06-2014,Platinum,Food,F,17178,2014,June
23572,"Surat, India",14-05-2015,Signature,Entertainment,F,290358,2015,May
23573,"Surat, India",03-02-2014,Silver,Grocery,F,232294,2014,February
23574,"Jaipur, India",24-10-2013,Gold,Fuel,M,232754,2013,October
23575,"Kanpur, India",31-03-2014,Silver,Grocery,M,224382,2014,March
23576,"Lucknow, India",10-03-2014,Gold,Entertainment,M,132949,2014,March
23577,"Pune, India",02-04-2015,Silver,Bills,F,104436,2015,April
23578,"Chennai, India",03-04-2015,Gold,Food,M,145419,2015,April
23579,"Kanpur, India",17-12-2013,Silver,Fuel,F,6821,2013,December
23580,"Pune, India",30-03-2015,Platinum,Grocery,M,222732,2015,March
23581,"Chennai, India",21-05-2014,Silver,Food,F,41439,2014,May
23582,"Jaipur, India",09-01-2015,Signature,Entertainment,F,164247,2015,January
23583,"Lucknow, India",20-02-2014,Signature,Food,M,144356,2014,February
23584,"Chennai, India",25-12-2014,Platinum,Food,M,90388,2014,December
23585,"Kanpur, India",23-07-2014,Signature,Grocery,M,113984,2014,July
23586,"Kanpur, India",25-05-2015,Gold,Entertainment,M,203326,2015,May
23587,"Pune, India",21-11-2014,Signature,Fuel,F,49910,2014,November
23588,"Hyderabad, India",14-03-2014,Gold,Grocery,M,266641,2014,March
23589,"Jaipur, India",29-10-2013,Gold,Bills,F,285190,2013,October
23590,"Kanpur, India",24-01-2015,Platinum,Bills,M,67581,2015,January
23591,"Pune, India",17-12-2013,Signature,Food,M,207785,2013,December
23592,"Jaipur, India",06-03-2014,Gold,Fuel,F,90667,2014,March
23593,"Kanpur, India",03-11-2013,Silver,Grocery,F,91930,2013,November
23594,"Jaipur, India",18-08-2014,Platinum,Bills,M,166435,2014,August
23595,"Kanpur, India",13-10-2013,Gold,Food,F,152353,2013,October
23596,"Chennai, India",15-05-2014,Signature,Food,M,178656,2014,May
23597,"Pune, India",23-12-2013,Silver,Bills,F,7211,2013,December
23598,"Kanpur, India",07-11-2013,Signature,Food,F,7926,2013,November
23599,"Surat, India",31-12-2013,Signature,Bills,M,239795,2013,December
23600,"Lucknow, India",13-09-2014,Signature,Fuel,M,3914,2014,September
23601,"Chennai, India",26-07-2014,Signature,Entertainment,M,232139,2014,July
23602,"Surat, India",16-05-2014,Gold,Entertainment,M,276590,2014,May
23603,"Lucknow, India",06-03-2014,Silver,Food,M,112309,2014,March
23604,"Chennai, India",17-04-2015,Platinum,Grocery,F,62160,2015,April
23605,"Lucknow, India",28-07-2014,Silver,Fuel,F,253127,2014,July
23606,"Jaipur, India",15-01-2014,Gold,Fuel,F,102230,2014,January
23607,"Hyderabad, India",10-02-2014,Silver,Bills,M,165159,2014,February
23608,"Hyderabad, India",27-12-2014,Signature,Bills,M,96428,2014,December
23609,"Chennai, India",29-04-2014,Gold,Entertainment,F,27495,2014,April
23610,"Kolkata, India",16-03-2015,Gold,Bills,F,187712,2015,March
23611,"Hyderabad, India",11-10-2013,Gold,Entertainment,F,215803,2013,October
23612,"Chennai, India",28-10-2013,Signature,Grocery,M,91631,2013,October
23613,"Jaipur, India",28-10-2014,Silver,Bills,F,105320,2014,October
23614,"Jaipur, India",10-11-2013,Signature,Fuel,F,285531,2013,November
23615,"Chennai, India",16-06-2014,Platinum,Bills,M,291421,2014,June
23616,"Surat, India",29-08-2014,Gold,Entertainment,F,85671,2014,August
23617,"Surat, India",21-08-2014,Platinum,Entertainment,M,237153,2014,August
23618,"Hyderabad, India",13-12-2013,Platinum,Entertainment,M,18525,2013,December
23619,"Surat, India",22-02-2015,Platinum,Fuel,F,120621,2015,February
23620,"Lucknow, India",05-10-2013,Signature,Fuel,F,81115,2013,October
23621,"Lucknow, India",23-04-2015,Gold,Bills,M,65724,2015,April
23622,"Jaipur, India",09-10-2013,Signature,Food,M,289396,2013,October
23623,"Hyderabad, India",13-01-2015,Platinum,Bills,F,12035,2015,January
23624,"Lucknow, India",19-11-2014,Silver,Bills,M,188963,2014,November
23625,"Surat, India",17-03-2014,Platinum,Bills,M,244459,2014,March
23626,"Chennai, India",17-12-2013,Platinum,Bills,F,126439,2013,December
23627,"Lucknow, India",02-09-2014,Platinum,Food,M,270908,2014,September
23628,"Chennai, India",17-04-2014,Silver,Bills,M,1169,2014,April
